duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,attack_type,label
2.23,tcp,ftp,S1,26959,1569,0,0,0,7,0,1,0,0,0,0,2,0,3,0,0,0,405,202,0.1,0.21,0.23,0.14,0.68,0.15,0.03,141,154,0.94,0.08,0.06,0.21,0.22,0.24,0.01,0.24,normal,0
0.02,tcp,smtp,SF,246,47,0,0,0,3,0,1,5,0,0,0,2,0,0,0,0,0,37,282,0.0,0.2,0.03,0.02,0.75,0.03,0.01,132,162,0.31,0.16,0.21,0.31,0.13,0.15,0.11,0.44,satan,2
0.05,tcp,ssh,SF,2160,660,0,0,0,17,0,1,0,0,0,0,0,0,3,0,0,0,417,51,0.0,0.18,0.08,0.03,0.93,0.0,0.05,195,25,0.98,0.26,0.01,0.0,0.09,0.03,0.02,0.06,normal,0
0.6,udp,smtp,SF,2284,1935,0,0,0,13,0,1,1,0,0,0,1,0,4,0,0,0,253,341,0.13,0.05,0.11,0.07,0.94,0.21,0.14,78,41,0.97,0.2,0.04,0.27,0.1,0.32,0.06,0.04,normal,0
0.07,udp,ftp,SF,63,250,0,0,0,2,0,1,1,0,0,0,1,0,4,0,0,0,459,164,0.42,0.2,0.25,0.35,0.67,0.16,0.02,38,240,0.25,0.14,0.05,0.11,0.54,0.17,0.28,0.01,pod,1
0.68,tcp,ftp,SF,86,352,0,0,0,4,0,0,1,0,0,0,2,0,1,0,0,0,248,436,0.06,0.03,0.04,0.02,0.23,0.01,0.16,102,215,0.08,0.02,0.01,0.06,0.2,0.02,0.15,0.03,portsweep,2
0.05,udp,smtp,SF,737,56,0,0,0,2,0,1,9,0,0,0,2,0,4,0,0,1,404,437,0.52,0.5,0.06,0.17,0.09,0.07,0.12,87,176,0.08,0.31,0.07,0.21,0.88,0.91,0.41,0.01,smurf,1
0.1,tcp,http,REJ,75,252,0,0,0,3,0,0,5,0,0,0,1,0,1,0,0,0,486,359,0.17,0.67,0.03,0.42,0.01,0.37,0.03,18,180,0.93,0.02,0.08,0.17,0.3,0.54,0.13,0.15,smurf,1
1.46,udp,smtp,SF,1386,4986,0,0,0,0,3,1,1,0,0,0,1,0,2,0,0,0,448,244,0.1,0.2,0.09,0.07,0.99,0.04,0.11,56,104,0.87,0.1,0.09,0.18,0.04,0.14,0.19,0.2,normal,0
0.08,tcp,ftp,SF,53,1004,1,0,0,17,0,1,0,0,0,0,2,0,1,0,0,0,485,466,0.0,0.01,0.02,0.15,0.95,0.03,0.2,86,22,0.97,0.13,0.05,0.01,0.3,0.05,0.25,0.05,normal,0
3.91,tcp,finger,SF,3699,4662,0,0,0,9,0,1,1,0,0,0,2,0,1,0,0,0,420,9,0.11,0.03,0.21,0.02,0.97,0.05,0.16,136,214,0.89,0.02,0.01,0.27,0.01,0.01,0.09,0.03,normal,0
3.9,udp,http,SF,3835,3859,0,0,0,17,0,1,2,0,0,0,2,0,4,0,0,0,339,390,0.03,0.37,0.11,0.28,0.69,0.06,0.03,74,201,0.99,0.17,0.08,0.19,0.09,0.01,0.01,0.36,normal,0
0.05,tcp,pop3,SF,272,180,0,0,0,3,0,0,9,0,0,0,0,0,1,0,0,0,347,357,0.12,0.28,0.12,0.1,0.44,0.04,0.31,74,67,0.13,0.07,0.09,0.09,0.05,0.08,0.04,0.14,satan,2
1.63,udp,telnet,SF,8725,1783,0,0,0,14,0,1,2,0,0,0,2,0,0,0,0,0,202,389,0.02,0.1,0.22,0.14,0.97,0.05,0.06,89,13,0.65,0.28,0.04,0.02,0.03,0.28,0.0,0.1,normal,0
0.46,udp,dns,SF,393,8,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,75,342,0.16,0.09,0.11,0.13,0.09,0.08,0.09,7,45,0.63,0.06,0.0,0.11,0.02,0.21,0.08,0.29,satan,2
0.75,udp,imap,SF,588,1324,0,0,0,2,0,1,2,0,0,0,0,0,4,0,0,0,363,302,0.03,0.1,0.02,0.11,0.85,0.05,0.02,143,234,0.99,0.04,0.05,0.0,0.0,0.08,0.09,0.03,normal,0
0.6,tcp,smtp,SH,906,20,0,0,0,2,1,0,5,0,0,0,2,0,4,0,0,0,429,310,0.0,0.01,0.04,0.15,0.31,0.46,0.03,179,38,0.28,0.29,0.04,0.0,0.04,0.17,0.01,0.09,ipsweep,2
2.02,icmp,auth,SF,2477,671,0,0,0,15,0,1,2,0,0,0,1,0,0,0,0,0,333,390,0.05,0.04,0.01,0.15,0.61,0.0,0.19,216,246,0.89,0.0,0.15,0.16,0.08,0.17,0.0,0.25,normal,0
3.13,tcp,domain_u,SF,76,2174,0,0,0,15,0,1,2,0,0,0,1,0,3,0,0,1,241,232,0.13,0.01,0.17,0.03,0.84,0.13,0.04,183,173,0.99,0.07,0.0,0.45,0.16,0.02,0.06,0.03,normal,0
1.26,tcp,dns,S0,5443,13089,0,0,0,17,0,1,1,0,0,0,2,0,3,0,0,0,54,281,0.03,0.15,0.06,0.09,0.96,0.03,0.01,167,247,0.83,0.08,0.01,0.01,0.1,0.06,0.43,0.02,normal,0
0.02,tcp,pop3,OTH,1032,118,0,0,0,1,0,0,5,0,0,0,1,0,4,0,0,0,97,31,0.06,0.68,0.05,0.04,0.77,0.44,0.02,223,183,0.29,0.02,0.06,0.11,0.42,0.51,0.08,0.06,smurf,1
0.84,tcp,pop3,SF,7417,787,0,0,0,15,0,1,0,0,0,0,2,0,4,0,0,0,173,59,0.07,0.22,0.08,0.09,0.88,0.2,0.11,210,44,0.89,0.02,0.03,0.08,0.01,0.35,0.12,0.08,normal,0
2.77,tcp,dns,SF,2410,4843,0,0,0,10,0,1,2,0,0,0,2,0,3,0,0,0,224,124,0.07,0.02,0.02,0.02,0.86,0.18,0.02,197,101,1.0,0.03,0.0,0.02,0.05,0.08,0.09,0.1,normal,0
0.26,udp,telnet,S2,782,52,0,0,0,3,0,1,1,0,0,0,2,0,4,0,0,0,9,341,0.29,0.01,0.14,0.02,0.36,0.32,0.12,175,251,0.7,0.16,0.0,0.14,0.1,0.16,0.08,0.2,ipsweep,2
0.38,tcp,auth,SF,1032,2206,0,0,0,4,0,1,0,0,0,0,2,0,4,0,0,0,168,165,0.04,0.03,0.16,0.06,0.97,0.1,0.32,219,221,0.99,0.13,0.13,0.04,0.21,0.42,0.13,0.21,normal,0
1.1,icmp,finger,SF,3935,385,0,0,0,16,0,1,2,0,0,0,1,0,0,0,0,0,329,449,0.07,0.12,0.13,0.04,0.9,0.2,0.19,208,100,0.92,0.04,0.14,0.28,0.04,0.01,0.02,0.17,normal,0
1.2,tcp,ftp,SF,1914,849,0,0,0,5,0,1,1,0,0,0,2,0,1,0,0,0,181,104,0.28,0.03,0.25,0.0,0.86,0.2,0.07,115,104,0.99,0.02,0.03,0.03,0.02,0.01,0.0,0.28,normal,0
0.34,tcp,dns,SF,589,32,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,112,281,0.01,0.18,0.01,0.03,0.08,0.03,0.19,209,14,0.8,0.08,0.05,0.06,0.05,0.1,0.13,0.39,ftp_write,3
5.87,tcp,ftp,SF,2051,1119,0,0,0,15,0,1,0,0,0,0,2,0,3,0,0,0,51,286,0.28,0.14,0.26,0.1,0.99,0.02,0.01,70,242,0.82,0.1,0.05,0.2,0.1,0.04,0.02,0.08,normal,0
0.05,tcp,finger,SF,257,51,0,0,0,2,0,1,5,0,0,0,2,0,2,0,0,0,100,23,0.04,0.46,0.4,0.05,0.52,0.36,0.15,227,32,0.99,0.04,0.07,0.01,0.4,0.13,0.14,0.02,smurf,1
0.02,udp,ssh,SF,360,49,0,0,0,0,0,1,7,0,0,0,0,0,3,0,0,0,489,301,0.16,0.06,0.03,0.07,0.06,0.01,0.01,238,29,0.45,0.02,0.26,0.07,0.18,0.04,0.03,0.1,portsweep,2
0.16,udp,ssh,REJ,2013,1059,0,0,0,19,2,1,2,0,0,0,0,0,2,0,0,0,88,404,0.03,0.36,0.19,0.1,0.74,0.05,0.07,106,11,0.95,0.01,0.17,0.06,0.28,0.24,0.02,0.28,normal,0
0.04,udp,auth,SF,453,11,0,0,0,2,0,0,5,0,0,0,2,0,1,0,0,0,28,43,0.21,0.01,0.05,0.04,0.21,0.03,0.01,90,110,0.56,0.04,0.15,0.06,0.18,0.09,0.07,0.12,satan,2
0.66,udp,finger,SF,4707,2298,0,0,0,5,0,1,1,0,0,0,0,0,1,0,0,0,160,230,0.02,0.08,0.27,0.03,0.92,0.2,0.28,185,59,0.85,0.05,0.14,0.08,0.03,0.16,0.02,0.06,normal,0
0.26,icmp,http,SF,1338,50,0,0,0,2,0,1,7,0,0,0,2,0,1,0,0,0,348,438,0.01,0.22,0.14,0.08,0.48,0.06,0.04,26,62,0.99,0.03,0.03,0.01,0.1,0.05,0.17,0.24,portsweep,2
2.17,tcp,ftp,SF,3393,1194,0,0,0,3,0,1,1,0,0,0,2,0,1,0,0,0,262,467,0.08,0.03,0.03,0.23,0.99,0.05,0.05,241,255,0.92,0.01,0.01,0.24,0.07,0.07,0.0,0.1,normal,0
1.69,tcp,ssh,SF,2902,7357,0,0,0,3,0,1,1,0,0,0,2,0,2,0,0,0,89,301,0.04,0.05,0.26,0.02,0.97,0.15,0.07,148,242,0.98,0.02,0.1,0.09,0.06,0.07,0.0,0.26,normal,0
0.67,tcp,http,SH,132,18,0,0,0,4,0,0,2,0,0,0,2,0,2,0,0,0,69,506,0.04,0.1,0.1,0.09,0.25,0.35,0.01,179,145,0.27,0.04,0.03,0.06,0.05,0.08,0.19,0.03,ipsweep,2
0.15,tcp,imap,SH,147,615,0,0,0,18,0,1,1,0,0,0,1,0,2,0,0,0,114,411,0.12,0.1,0.0,0.13,0.92,0.25,0.01,124,118,1.0,0.05,0.14,0.08,0.06,0.13,0.09,0.01,normal,0
4.0,icmp,imap,RSTR,4516,198,0,0,0,3,0,1,1,0,0,0,0,0,1,0,0,0,423,108,0.03,0.28,0.24,0.08,0.9,0.06,0.1,193,103,0.76,0.04,0.2,0.0,0.05,0.03,0.03,0.42,normal,0
0.98,udp,ftp,SF,3328,12465,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,355,210,0.45,0.02,0.23,0.04,0.92,0.03,0.14,171,223,0.98,0.13,0.22,0.0,0.09,0.14,0.03,0.02,normal,0
1.17,tcp,pop3,RSTR,3984,385,0,0,0,7,0,1,1,0,0,0,2,0,0,0,0,0,440,122,0.14,0.01,0.06,0.04,0.9,0.25,0.1,71,19,0.98,0.13,0.1,0.1,0.04,0.19,0.05,0.06,normal,0
0.07,udp,smtp,SF,989,34,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,429,140,0.09,0.02,0.06,0.06,0.43,0.37,0.06,248,17,0.88,0.1,0.12,0.07,0.35,0.08,0.06,0.04,nmap,2
0.58,icmp,dns,SF,151,16,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,458,187,0.01,0.0,0.02,0.02,0.46,0.09,0.33,250,32,0.8,0.17,0.05,0.05,0.08,0.1,0.02,0.13,nmap,2
0.8,udp,ssh,SH,18178,11245,1,0,0,14,0,1,1,0,0,0,0,0,0,0,0,0,386,272,0.01,0.02,0.1,0.04,0.95,0.02,0.04,206,126,0.98,0.05,0.2,0.19,0.01,0.02,0.09,0.09,normal,0
4.51,udp,private,SF,896,1635,0,0,0,16,0,1,0,0,0,0,2,0,2,0,0,0,435,85,0.17,0.01,0.03,0.06,0.98,0.0,0.0,195,177,0.91,0.09,0.1,0.11,0.16,0.11,0.1,0.09,normal,0
0.68,tcp,ssh,SF,7184,13672,0,0,0,17,3,1,2,0,0,0,2,0,4,0,0,0,257,56,0.02,0.11,0.06,0.17,0.81,0.04,0.26,80,255,0.94,0.09,0.11,0.04,0.07,0.05,0.08,0.05,normal,0
1.05,tcp,auth,SF,4546,369,0,0,0,7,0,1,2,0,0,0,1,0,2,0,0,0,450,469,0.2,0.17,0.05,0.15,0.68,0.1,0.13,244,252,0.72,0.02,0.16,0.01,0.04,0.1,0.15,0.05,normal,0
1.35,tcp,private,SF,634,17,0,0,0,4,0,0,2,0,0,0,1,0,4,0,0,0,45,402,0.6,0.47,0.21,0.1,0.64,0.06,0.14,117,239,0.04,0.08,0.3,0.02,0.37,0.05,0.03,0.2,smurf,1
0.47,udp,dns,SF,58,53,0,0,0,1,0,0,6,0,0,0,2,0,3,0,0,0,304,326,0.74,0.32,0.05,0.08,0.26,0.16,0.16,138,137,0.07,0.04,0.08,0.25,0.51,0.57,0.16,0.08,smurf,1
0.06,tcp,ftp,SF,1468,29,0,0,0,4,0,1,6,0,0,0,2,0,2,0,0,0,388,38,0.46,0.32,0.1,0.03,0.66,0.14,0.25,157,13,0.82,0.06,0.12,0.11,0.69,0.23,0.13,0.12,smurf,1
0.17,tcp,auth,SF,163,345,0,0,0,2,0,0,9,0,0,0,0,0,2,0,0,0,370,22,0.38,0.29,0.22,0.13,0.44,0.23,0.05,23,25,0.2,0.1,0.16,0.26,0.34,0.7,0.08,0.03,smurf,1
3.58,tcp,pop3,S2,10096,4092,0,0,0,10,0,1,1,0,0,0,2,0,1,0,0,0,196,158,0.11,0.06,0.03,0.47,0.85,0.25,0.07,116,90,0.94,0.1,0.01,0.0,0.14,0.08,0.08,0.17,normal,0
0.03,udp,imap,SF,789,18,0,0,0,2,0,0,6,0,0,0,2,0,1,0,0,0,72,75,0.07,0.14,0.11,0.05,0.57,0.11,0.08,70,247,0.67,0.01,0.06,0.01,0.26,0.11,0.06,0.04,satan,2
0.05,tcp,finger,S0,308,9,0,0,0,4,2,0,9,0,0,0,0,0,1,0,0,0,397,353,0.11,0.04,0.06,0.01,0.45,0.16,0.03,201,232,0.24,0.17,0.14,0.09,0.0,0.1,0.4,0.03,portsweep,2
4.01,tcp,ssh,SF,8253,1699,0,0,0,3,0,1,2,0,0,0,2,0,3,0,0,0,300,152,0.19,0.06,0.15,0.04,0.81,0.3,0.13,239,236,0.98,0.26,0.11,0.0,0.06,0.15,0.19,0.08,normal,0
1.14,tcp,telnet,S0,9836,3742,0,0,0,11,0,1,0,0,0,0,2,0,0,0,0,0,79,220,0.12,0.02,0.02,0.12,0.98,0.08,0.03,128,85,0.66,0.03,0.04,0.06,0.14,0.06,0.01,0.03,normal,0
0.38,tcp,finger,SF,3358,4403,0,0,0,0,2,1,1,0,0,0,1,0,1,0,0,0,193,432,0.4,0.08,0.11,0.0,0.83,0.09,0.17,206,237,0.76,0.07,0.09,0.16,0.02,0.08,0.03,0.05,normal,0
5.49,tcp,pop3,S0,5436,10251,0,0,0,6,0,1,0,0,0,0,1,0,2,0,0,0,6,169,0.12,0.16,0.04,0.03,0.87,0.42,0.03,60,73,0.92,0.05,0.05,0.16,0.22,0.08,0.07,0.04,normal,0
2.77,tcp,http,SF,361,474,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,294,178,0.02,0.06,0.04,0.01,0.87,0.15,0.03,116,210,0.76,0.2,0.07,0.06,0.07,0.14,0.01,0.42,normal,0
3.56,udp,http,SF,208,577,0,0,0,18,0,1,2,0,0,0,1,0,1,0,0,0,144,179,0.03,0.02,0.01,0.08,0.88,0.13,0.1,85,37,0.87,0.0,0.31,0.0,0.01,0.08,0.06,0.11,normal,0
0.22,tcp,ftp,RSTO,29,57,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,504,456,0.13,0.11,0.01,0.33,0.43,0.06,0.03,144,61,0.79,0.12,0.11,0.13,0.07,0.11,0.04,0.01,ipsweep,2
0.23,tcp,ssh,SF,122,114,0,0,0,1,0,0,3,0,0,0,1,0,4,0,0,1,48,152,0.84,0.83,0.03,0.04,0.23,0.06,0.05,43,26,0.93,0.0,0.12,0.06,0.57,0.87,0.1,0.06,smurf,1
0.83,icmp,pop3,SF,6323,705,0,0,0,3,0,1,2,0,0,0,2,0,1,0,0,0,472,175,0.12,0.08,0.13,0.07,0.89,0.11,0.17,140,26,0.86,0.18,0.02,0.03,0.11,0.27,0.09,0.04,normal,0
0.09,tcp,pop3,SF,93,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,280,200,0.02,0.76,0.01,0.03,0.16,0.07,0.02,75,196,0.33,0.06,0.12,0.0,0.49,1.0,0.21,0.05,pod,1
0.5,tcp,finger,S0,626,43,0,0,0,1,0,1,2,0,0,0,1,0,2,0,0,0,398,107,0.27,0.43,0.14,0.01,0.17,0.17,0.07,18,103,0.17,0.03,0.09,0.11,0.12,0.35,0.11,0.05,neptune,1
0.11,udp,ftp,SF,1172,5,0,0,0,0,0,1,2,0,0,0,2,0,3,0,0,0,318,8,0.94,0.89,0.07,0.02,0.07,0.19,0.13,181,61,0.93,0.25,0.16,0.07,0.67,0.18,0.26,0.01,smurf,1
0.59,udp,ssh,SF,1089,39,0,0,0,2,0,0,1,0,0,0,1,0,3,0,0,0,313,345,0.27,0.61,0.04,0.14,0.41,0.02,0.14,209,196,0.08,0.1,0.01,0.11,0.4,0.95,0.08,0.09,neptune,1
0.62,tcp,imap,RSTO,1356,214,0,0,0,3,0,1,0,0,0,0,1,0,4,0,0,0,164,140,0.07,0.81,0.03,0.02,0.55,0.1,0.03,3,218,0.27,0.03,0.11,0.03,0.54,0.54,0.02,0.02,neptune,1
0.52,icmp,ftp,SF,297,93,0,0,0,1,0,1,6,0,0,0,0,0,0,0,0,0,457,261,0.64,0.69,0.08,0.0,0.3,0.3,0.02,141,247,0.93,0.05,0.18,0.12,0.89,0.49,0.05,0.13,smurf,1
3.36,icmp,smtp,SF,3677,61,0,0,0,8,0,1,2,0,0,0,1,0,3,0,0,0,475,6,0.07,0.47,0.19,0.01,0.9,0.03,0.03,174,221,0.92,0.05,0.06,0.02,0.22,0.06,0.07,0.22,normal,0
0.63,tcp,ssh,SF,3272,129,0,0,0,15,0,1,1,0,0,0,1,0,3,0,0,0,221,325,0.04,0.11,0.12,0.15,0.75,0.23,0.0,7,125,0.69,0.05,0.05,0.13,0.13,0.07,0.03,0.01,normal,0
0.62,icmp,auth,SF,2330,1029,0,0,0,6,0,1,0,0,0,0,2,0,0,0,0,0,263,283,0.15,0.0,0.26,0.18,0.89,0.18,0.05,181,156,0.93,0.18,0.06,0.04,0.04,0.1,0.14,0.1,normal,0
1.93,tcp,http,SF,698,3136,0,0,0,15,0,1,0,0,0,0,1,0,4,0,0,0,228,277,0.09,0.12,0.45,0.01,0.99,0.32,0.17,36,81,0.98,0.2,0.15,0.03,0.05,0.05,0.12,0.11,normal,0
0.79,udp,pop3,S0,317,6,0,0,0,3,0,1,1,0,0,0,1,0,4,0,0,0,79,300,0.91,0.04,0.13,0.05,0.83,0.4,0.17,95,192,0.16,0.28,0.03,0.26,0.62,0.44,0.08,0.11,neptune,1
0.61,tcp,dns,SF,1150,47,0,0,0,2,0,1,0,0,0,0,2,0,4,0,0,0,280,161,0.12,0.25,0.1,0.07,0.2,0.01,0.0,172,122,0.16,0.06,0.04,0.0,0.03,0.12,0.01,0.15,satan,2
0.25,tcp,domain_u,SF,304,39,0,0,0,3,0,1,0,0,0,0,1,0,3,0,0,0,401,44,0.17,0.45,0.08,0.13,0.5,0.06,0.15,25,206,0.31,0.01,0.1,0.07,0.94,0.75,0.02,0.04,neptune,1
0.47,udp,pop3,SF,447,38,0,0,0,1,0,1,1,0,0,0,2,0,0,0,0,0,2,93,0.65,0.26,0.11,0.12,0.12,0.34,0.28,235,134,0.04,0.01,0.13,0.01,0.74,0.02,0.18,0.14,neptune,1
0.13,udp,domain_u,S0,428,4,0,0,0,2,0,0,4,0,0,0,0,0,1,0,0,0,506,444,0.39,0.69,0.15,0.01,0.9,0.06,0.12,24,178,0.04,0.12,0.13,0.02,0.01,0.69,0.13,0.18,neptune,1
1.43,tcp,smtp,SF,1731,20,0,0,0,9,0,1,1,0,0,0,2,0,2,0,0,0,139,271,0.04,0.39,0.0,0.0,0.94,0.12,0.19,67,85,0.95,0.02,0.02,0.05,0.11,0.04,0.08,0.05,normal,0
0.17,icmp,ftp,S3,129,7,0,0,0,4,0,0,5,0,0,0,2,0,2,0,0,0,323,86,0.01,0.43,0.02,0.0,0.87,0.07,0.02,135,163,0.74,0.02,0.11,0.11,0.62,0.99,0.16,0.05,teardrop,1
0.97,udp,smtp,SH,3273,5213,0,0,0,17,0,1,2,0,0,0,2,0,4,0,0,0,127,332,0.13,0.17,0.13,0.12,0.87,0.1,0.07,95,226,0.95,0.01,0.19,0.06,0.03,0.24,0.01,0.11,normal,0
0.11,tcp,http,S0,189,38,0,0,0,4,0,1,5,0,0,0,2,0,1,0,0,0,363,95,0.1,0.0,0.07,0.1,0.68,0.16,0.17,74,239,0.61,0.04,0.09,0.11,0.1,0.01,0.25,0.24,ipsweep,2
7.18,udp,imap,SF,4297,2020,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,466,62,0.2,0.25,0.15,0.1,0.91,0.11,0.08,18,28,0.99,0.06,0.11,0.13,0.07,0.02,0.33,0.07,normal,0
2.88,tcp,http,SF,4677,2355,0,0,0,6,0,1,1,0,0,0,0,0,0,0,0,0,44,287,0.14,0.24,0.0,0.0,0.94,0.44,0.16,8,199,0.97,0.04,0.04,0.15,0.07,0.01,0.01,0.13,normal,0
0.18,tcp,auth,SF,241,1497,0,0,0,9,0,1,1,0,0,0,1,0,4,0,0,0,297,217,0.12,0.05,0.01,0.06,0.93,0.13,0.19,131,32,0.97,0.02,0.03,0.08,0.13,0.21,0.26,0.28,normal,0
0.33,icmp,imap,SF,214,87,0,0,0,3,0,0,5,0,0,0,2,0,4,0,0,0,130,25,0.67,0.95,0.16,0.18,0.76,0.17,0.07,249,193,0.31,0.01,0.16,0.05,0.45,0.64,0.09,0.09,smurf,1
0.15,tcp,http,SF,14395,3294,0,0,0,15,0,1,0,0,0,0,2,0,0,0,0,0,310,448,0.1,0.12,0.2,0.27,0.94,0.13,0.06,2,86,0.89,0.15,0.01,0.0,0.01,0.0,0.06,0.02,normal,0
0.33,tcp,auth,SF,2128,957,0,0,0,7,1,1,1,0,0,0,2,0,2,0,0,0,327,99,0.07,0.17,0.02,0.17,1.0,0.05,0.28,205,54,0.99,0.02,0.1,0.1,0.21,0.13,0.22,0.02,normal,0
0.34,udp,dns,RSTR,779,214,0,0,0,3,0,0,1,0,0,0,2,0,3,0,0,0,33,89,0.16,0.11,0.03,0.01,0.35,0.22,0.11,19,220,0.21,0.05,0.04,0.03,0.22,0.01,0.13,0.0,satan,2
0.6,tcp,ftp,S0,4395,1908,0,0,0,6,0,1,2,0,0,0,1,0,3,0,0,0,41,161,0.01,0.02,0.03,0.27,0.99,0.12,0.17,80,13,0.91,0.0,0.12,0.16,0.04,0.06,0.01,0.05,normal,0
0.21,tcp,auth,SF,1983,2537,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,80,248,0.04,0.14,0.02,0.04,0.97,0.03,0.23,246,205,0.82,0.2,0.04,0.01,0.13,0.14,0.04,0.15,normal,0
0.34,icmp,smtp,SF,388,42,0,0,0,1,0,0,5,0,0,0,2,0,4,0,0,0,185,256,0.18,0.75,0.12,0.06,0.25,0.0,0.03,82,107,0.89,0.17,0.04,0.0,0.98,0.33,0.11,0.18,neptune,1
5.53,udp,smtp,RSTO,1511,172,0,0,0,14,0,1,1,0,0,0,0,0,3,0,0,0,119,281,0.04,0.08,0.0,0.01,0.78,0.03,0.02,119,232,0.99,0.01,0.01,0.04,0.15,0.14,0.03,0.09,normal,0
0.36,tcp,imap,SF,426,1847,0,0,0,5,0,1,1,0,0,0,0,0,2,0,0,0,196,132,0.03,0.24,0.21,0.2,0.86,0.0,0.01,45,44,0.97,0.03,0.08,0.19,0.16,0.05,0.27,0.06,normal,0
0.92,tcp,domain_u,SF,793,74,0,0,0,4,0,0,8,0,0,0,0,0,2,0,0,0,80,444,0.0,0.83,0.01,0.42,0.33,0.02,0.05,77,112,0.26,0.02,0.02,0.04,0.75,0.48,0.18,0.06,smurf,1
2.93,tcp,telnet,S0,4857,262,0,0,0,18,0,1,1,0,0,0,0,0,2,0,0,0,187,183,0.04,0.34,0.09,0.11,0.93,0.07,0.0,113,127,0.9,0.02,0.18,0.33,0.07,0.05,0.01,0.04,normal,0
0.01,udp,finger,SF,210,85,0,0,0,4,0,1,7,0,0,0,1,0,0,0,0,0,262,304,0.35,0.69,0.08,0.04,0.17,0.13,0.04,178,146,0.32,0.02,0.06,0.16,0.99,0.9,0.03,0.02,neptune,1
0.38,udp,pop3,SH,96,5,0,0,0,2,0,0,0,0,0,0,1,0,4,0,0,0,89,209,0.5,0.23,0.0,0.09,0.6,0.25,0.01,231,193,0.81,0.04,0.46,0.15,0.45,0.24,0.01,0.16,neptune,1
4.92,tcp,http,S0,3801,2585,0,0,0,14,1,1,0,0,0,0,2,0,4,0,0,1,496,487,0.0,0.15,0.09,0.09,0.94,0.05,0.12,88,46,0.98,0.01,0.06,0.04,0.01,0.02,0.06,0.14,normal,0
5.0,tcp,http,SF,4001,6189,0,0,0,15,0,1,0,0,0,0,1,0,2,0,0,0,431,173,0.06,0.09,0.18,0.23,0.98,0.09,0.3,23,102,0.99,0.05,0.07,0.05,0.03,0.03,0.06,0.12,normal,0
0.16,tcp,domain_u,SF,6731,1190,0,0,0,8,0,1,0,0,0,0,1,0,4,0,0,0,427,432,0.1,0.01,0.01,0.07,0.92,0.08,0.02,99,119,0.92,0.01,0.12,0.09,0.04,0.23,0.15,0.16,normal,0
0.01,udp,auth,REJ,345,33,0,0,0,3,0,1,1,0,0,0,0,0,4,0,0,0,171,298,0.57,0.31,0.12,0.19,0.03,0.02,0.02,20,30,0.92,0.14,0.14,0.05,0.72,0.19,0.2,0.08,smurf,1
0.25,udp,http,SF,162,82,0,0,0,4,0,1,5,0,0,0,2,0,4,0,0,0,204,389,0.01,0.0,0.16,0.09,0.06,0.05,0.16,147,55,0.84,0.06,0.1,0.02,0.05,0.03,0.01,0.09,guess_passwd,3
0.05,icmp,telnet,S2,580,44,0,0,0,0,0,0,9,0,0,0,0,0,2,0,0,0,258,377,0.73,0.22,0.18,0.13,0.93,0.07,0.14,105,248,0.97,0.16,0.04,0.07,0.83,0.3,0.0,0.03,smurf,1
1.05,tcp,pop3,SF,7231,2705,0,0,0,14,0,1,2,0,0,0,2,0,4,0,0,0,490,488,0.14,0.04,0.09,0.02,0.78,0.33,0.07,186,37,0.98,0.0,0.08,0.2,0.24,0.13,0.17,0.05,normal,0
0.24,tcp,ftp,SF,116,26,0,0,0,4,0,1,0,0,0,0,1,0,2,0,0,0,104,42,0.09,0.52,0.07,0.02,0.54,0.08,0.04,220,196,0.85,0.02,0.01,0.2,0.56,0.01,0.11,0.04,neptune,1
2.99,tcp,smtp,S1,4042,2120,0,2,0,15,0,1,1,0,0,0,2,0,1,0,0,0,298,397,0.0,0.08,0.09,0.16,0.88,0.25,0.21,222,45,0.76,0.14,0.02,0.1,0.07,0.17,0.31,0.2,normal,0
0.46,udp,http,SF,1263,1534,0,0,0,3,0,1,2,0,0,0,1,0,2,0,0,0,462,71,0.03,0.11,0.29,0.17,0.91,0.21,0.32,141,10,0.49,0.17,0.21,0.31,0.1,0.31,0.09,0.08,normal,0
